,housing_units,latt,long,median_house_value,population
10001,12476.0,40.75,-73.99,650200.0,21102.0
10002,34541.0,40.72,-73.99,535600.0,81410.0
10003,31078.0,40.73,-73.99,817700.0,56024.0
10004,2197.0,40.7,-74.02,894200.0,3089.0
10005,5317.0,40.705,-74.005,1000001.0,7135.0
10006,1991.0,40.708,-74.013,714300.0,3011.0
10007,3143.0,40.714,-74.008,1000001.0,6988.0
10009,31709.0,40.73,-73.98,672800.0,61347.0
10010,18030.0,40.73,-73.98,746200.0,31834.0
10011,33252.0,40.74,-74.0,914500.0,50984.0
10012,14633.0,40.726,-73.998,1000001.0,24090.0
10013,13460.0,40.72,-74.01,1000001.0,27700.0
10014,21689.0,40.74,-74.01,947300.0,31959.0
10016,35617.0,40.74,-73.97,759600.0,54183.0
10017,12875.0,40.75,-73.973,637100.0,16575.0
10018,4425.0,40.76,-73.99,1000001.0,5229.0
10019,31404.0,40.77,-73.99,808600.0,42870.0
10020,0.0,40.759,-73.981,,0.0
10021,28628.0,40.77,-73.96,1000001.0,43631.0
10022,23485.0,40.76,-73.97,866100.0,31924.0
10023,39402.0,40.78,-73.98,872500.0,60998.0
10024,33952.0,40.81,-73.97,1000001.0,59283.0
10025,47617.0,40.8,-73.97,934600.0,94600.0
10026,15823.0,40.801,-73.953,602400.0,34003.0
10027,25071.0,40.81,-73.96,716100.0,59707.0
10028,28139.0,40.78,-73.95,1000001.0,45141.0
10029,31121.0,40.79,-73.95,787000.0,76003.0
10030,12976.0,40.818,-73.943,509000.0,26999.0
10031,22604.0,40.83,-73.95,369800.0,56438.0
10032,21417.0,40.84,-73.94,334900.0,57331.0
10033,20116.0,40.84,-73.94,422100.0,53926.0
10034,15671.0,40.86,-73.93,354700.0,38908.0
10035,13935.0,40.8,-73.93,445900.0,33969.0
10036,17958.0,40.76,-73.99,810300.0,24711.0
10037,9451.0,40.814,-73.937,260200.0,17416.0
10038,10211.0,40.71,-74.003,616300.0,20300.0
10039,10868.0,40.83,-73.94,352300.0,24527.0
10040,16506.0,40.86,-73.93,317300.0,41905.0
10044,4913.0,40.77,-73.95,580400.0,11661.0
10065,22754.0,40.765,-73.965,1000001.0,32270.0
10069,3146.0,40.778,-73.988,966600.0,5199.0
10075,16493.0,40.77,-73.96,805300.0,26121.0
10103,0.0,40.761,-73.978,,3.0
10110,0.0,40.7539,-73.9807,,0.0
10111,0.0,40.7591,-73.9776,,0.0
10112,0.0,40.759,-73.98,,0.0
10115,0.0,40.8108,-73.9637,,0.0
10119,0.0,40.751,-73.992,,92.0
10128,35240.0,40.78,-73.95,1000001.0,60453.0
10152,0.0,40.7584,-73.9718,,0.0
10153,0.0,40.7639,-73.9733,,0.0
10154,0.0,40.758,-73.972,,0.0
10162,824.0,40.791,-73.966,,1685.0
10165,2.0,40.791,-73.966,,2.0
10167,0.0,40.755,-73.975,,0.0
10168,0.0,40.791,-73.966,,0.0
10169,0.0,40.791,-73.966,,0.0
10170,0.0,40.791,-73.966,,2.0
10171,0.0,40.756,-73.974,,0.0
10172,0.0,40.791,-73.966,,0.0
10173,0.0,40.791,-73.966,,2.0
10174,0.0,40.791,-73.966,,0.0
10177,0.0,40.791,-73.966,,0.0
10199,1.0,40.7522,-73.9965,,9.0
10271,0.0,40.7082,-74.0104,,0.0
10278,0.0,40.715,-74.004,,0.0
10279,0.0,40.791,-73.966,,0.0
10280,4962.0,40.707,-74.017,685700.0,7853.0
10282,2484.0,40.716,-74.015,1000001.0,4783.0
10301,16261.0,40.63,-74.1,402300.0,39706.0
10302,6427.0,40.63,-74.11,382000.0,19088.0
10303,8811.0,40.63,-74.16,325100.0,26337.0
10304,15467.0,40.61,-74.09,403700.0,42193.0
10305,16187.0,40.61,-74.08,415300.0,41749.0
10306,22017.0,40.57,-74.13,450200.0,55909.0
10307,5354.0,40.51,-74.24,567400.0,14096.0
10308,10715.0,40.55,-74.14,452600.0,27357.0
10309,11686.0,40.54,-74.22,539100.0,32519.0
10310,9043.0,40.63,-74.12,414600.0,24962.0
10311,0.0,40.605,-74.18,,0.0
10312,22155.0,40.55,-74.18,467300.0,59304.0
10314,32533.0,40.6,-74.15,437500.0,85510.0
10451,17779.0,40.82,-73.92,170600.0,45713.0
10452,25866.0,40.84,-73.92,402800.0,75371.0
10453,27018.0,40.85,-73.91,445200.0,78309.0
10454,12772.0,40.81,-73.92,386000.0,37337.0
10455,13851.0,40.81,-73.91,318600.0,39665.0
10456,29651.0,40.83,-73.91,388600.0,86547.0
10457,24364.0,40.85,-73.9,397500.0,70496.0
10458,27806.0,40.86,-73.89,330300.0,79492.0
10459,16496.0,40.83,-73.89,343900.0,47308.0
10460,20706.0,40.84,-73.88,391700.0,57311.0
10461,21127.0,40.84,-73.84,454700.0,50502.0
10462,31331.0,40.84,-73.85,271300.0,75784.0
10463,30368.0,40.89,-73.91,289700.0,67970.0
10464,2272.0,40.86,-73.79,484000.0,4534.0
10465,16889.0,40.83,-73.82,437800.0,42230.0
10466,24854.0,40.89,-73.84,391300.0,67813.0
10467,37432.0,40.88,-73.87,369500.0,97060.0
10468,26178.0,40.87,-73.9,171200.0,76103.0
10469,24078.0,40.87,-73.85,427100.0,66631.0
10470,6882.0,40.9,-73.86,401200.0,15293.0
10471,10054.0,40.9,-73.9,360800.0,22922.0
10472,23386.0,40.83,-73.86,429600.0,66358.0
10473,21323.0,40.82,-73.86,386600.0,58519.0
10474,3985.0,40.81,-73.89,351800.0,12281.0
10475,18911.0,40.87,-73.83,76000.0,40931.0
10501,395.0,41.3,-73.76,680900.0,1219.0
10502,1973.0,41.01,-73.84,649900.0,5487.0
10503,84.0,41.04,-73.86,579300.0,108.0
10504,2735.0,41.13,-73.69,1000001.0,7987.0
10505,233.0,41.341,-73.744,696400.0,851.0
10506,2139.0,41.19,-73.63,945800.0,5790.0
10507,2209.0,41.23,-73.69,586200.0,6408.0
10509,7457.0,41.42,-73.6,367700.0,19507.0
10510,3562.0,41.14,-73.83,682800.0,9988.0
10511,943.0,41.26,-73.95,367200.0,2246.0
10512,10241.0,41.4,-73.7,339600.0,25590.0
10514,4033.0,41.18,-73.77,912700.0,11946.0
10516,2412.0,41.45,-73.91,445300.0,5289.0
10517,224.0,41.297,-73.864,402700.0,539.0
10518,466.0,41.27,-73.6,668200.0,1268.0
10519,133.0,41.348,-73.663,357600.0,316.0
10520,5540.0,41.21,-73.87,482100.0,12810.0
10522,4191.0,41.01,-73.87,598400.0,10875.0
10523,2676.0,41.05,-73.82,424200.0,7444.0
10524,1771.0,41.37,-73.93,550400.0,4421.0
10526,729.0,41.29,-73.66,496800.0,1809.0
10527,297.0,41.32,-73.76,629200.0,908.0
10528,4885.0,40.98,-73.72,674100.0,12280.0
10530,6169.0,41.02,-73.8,413100.0,12604.0
10532,1743.0,41.09,-73.8,529800.0,4931.0
10533,2924.0,41.04,-73.86,648800.0,7322.0
10535,239.0,41.34,-73.8,450900.0,555.0
10536,3776.0,41.27,-73.69,731800.0,10739.0
10537,1043.0,41.34,-73.88,301600.0,2416.0
10538,6477.0,40.93,-73.76,928000.0,16597.0
10541,9425.0,41.38,-73.75,399100.0,26339.0
10543,7971.0,40.95,-73.73,598000.0,20135.0
10545,1.0,41.19,-73.84,,141.0
10546,476.0,41.2,-73.8,646200.0,1277.0
10547,2851.0,41.31,-73.85,322600.0,7647.0
10548,1190.0,41.25,-73.94,354100.0,3487.0
10549,6305.0,41.2,-73.72,560500.0,16638.0
10550,15563.0,40.91,-73.83,385000.0,37144.0
10552,9509.0,40.92,-73.83,381800.0,19786.0
10553,3812.0,40.91,-73.82,412300.0,10170.0
10560,1905.0,41.33,-73.61,593200.0,4737.0
10562,11349.0,41.19,-73.82,442100.0,31796.0
10566,9705.0,41.29,-73.92,320500.0,23570.0
10567,6907.0,41.28,-73.91,413800.0,19929.0
10570,4357.0,41.13,-73.79,641500.0,12680.0
10573,13662.0,41.02,-73.68,512100.0,38352.0
10576,2118.0,41.21,-73.57,886400.0,5116.0
10577,855.0,41.04,-73.71,1000001.0,6552.0
10578,252.0,41.31,-73.67,456400.0,681.0
10579,3551.0,41.4,-73.83,377200.0,8675.0
10580,6475.0,40.98,-73.69,1000001.0,17208.0
10583,14301.0,40.99,-73.79,834300.0,38982.0
10588,867.0,41.33,-73.83,346300.0,2282.0
10589,3972.0,41.33,-73.69,457200.0,8475.0
10590,2683.0,41.25,-73.54,620000.0,6767.0
10591,9047.0,41.08,-73.84,543400.0,22540.0
10594,1694.0,41.12,-73.77,609400.0,5117.0
10595,2420.0,41.09,-73.77,606600.0,8195.0
10596,724.0,41.252,-73.958,292800.0,1729.0
10597,395.0,41.3,-73.6,951000.0,968.0
10598,10644.0,41.29,-73.79,437900.0,28647.0
10601,6127.0,41.03,-73.76,316900.0,11376.0
10603,7070.0,41.06,-73.77,426900.0,17045.0
10604,4252.0,41.05,-73.73,666000.0,11250.0
10605,7508.0,41.01,-73.74,608800.0,18126.0
10606,6125.0,41.02,-73.78,512700.0,16499.0
10607,2374.0,41.04,-73.81,543400.0,6824.0
10701,25511.0,40.95,-73.88,370900.0,63393.0
10703,8007.0,40.96,-73.88,367200.0,20301.0
10704,13292.0,40.92,-73.86,409200.0,30165.0
10705,14554.0,40.92,-73.89,420600.0,38777.0
10706,3621.0,40.99,-73.86,660700.0,8679.0
10707,4356.0,40.96,-73.82,574400.0,10097.0
10708,9667.0,40.94,-73.83,466900.0,21225.0
10709,3781.0,40.96,-73.81,580500.0,9292.0
10710,10464.0,40.97,-73.85,433900.0,25120.0
10801,15154.0,40.91,-73.78,464700.0,40827.0
10803,4498.0,40.9,-73.81,690900.0,12435.0
10804,5183.0,40.95,-73.79,689100.0,14146.0
10805,7975.0,40.89,-73.78,346500.0,18414.0
10901,9391.0,41.14,-74.12,416100.0,23465.0
10910,17.0,41.24,-74.13,,21.0
10911,2.0,41.25,-74.09,,2.0
10913,1635.0,41.07,-73.96,491000.0,5532.0
10914,155.0,41.43,-74.17,366700.0,414.0
10915,47.0,41.6,-74.3,,119.0
10916,1500.0,41.44,-74.26,358300.0,4540.0
10917,709.0,41.32,-74.12,323500.0,1968.0
10918,4254.0,41.35,-74.26,306600.0,11647.0
10919,380.0,41.52,-74.38,291400.0,1040.0
10920,3012.0,41.15,-73.94,435500.0,8554.0
10921,1545.0,41.33,-74.37,282500.0,4135.0
10922,710.0,41.335,-73.982,245200.0,1559.0
10923,3081.0,41.2,-74.0,360300.0,8732.0
10924,4819.0,41.4,-74.4,332100.0,13120.0
10925,2393.0,41.2,-74.31,276000.0,4539.0
10926,1305.0,41.3,-74.15,261600.0,3203.0
10927,3598.0,41.19,-73.96,299500.0,11910.0
10928,1934.0,41.34,-74.05,240500.0,4175.0
10930,3091.0,41.36,-74.09,332600.0,8958.0
10931,381.0,41.128,-74.169,338200.0,1023.0
10932,27.0,41.483,-74.468,,60.0
10933,158.0,41.39,-74.47,345600.0,473.0
10940,18800.0,41.4,-74.5,225800.0,48418.0
10941,5131.0,41.49,-74.35,259700.0,13779.0
10950,14106.0,41.3,-74.2,322500.0,47226.0
10952,9697.0,41.12,-74.09,493400.0,38917.0
10953,116.0,41.4048,-74.0805,366000.0,252.0
10954,8809.0,41.1,-74.01,421400.0,23045.0
10956,10600.0,41.15,-73.99,492200.0,31521.0
10958,1112.0,41.37,-74.44,285900.0,3291.0
10960,6638.0,41.08,-73.93,483700.0,15093.0
10962,1879.0,41.04,-73.96,491200.0,5950.0
10963,969.0,41.46,-74.55,260100.0,4298.0
10964,601.0,41.02,-73.92,494800.0,1472.0
10965,5599.0,41.06,-74.02,441400.0,14791.0
10968,1265.0,41.04,-73.91,641300.0,2353.0
10969,501.0,41.29,-74.49,317800.0,1267.0
10970,3918.0,41.17,-74.1,341800.0,9993.0
10973,786.0,41.39,-74.48,275500.0,2126.0
10974,1141.0,41.15,-74.2,345200.0,3152.0
10975,173.0,41.25,-74.14,267700.0,281.0
10976,642.0,41.03,-73.93,579700.0,2258.0
10977,15891.0,41.12,-74.05,395200.0,59048.0
10979,144.0,41.21,-74.31,283700.0,234.0
10980,4973.0,41.26,-74.04,388700.0,13383.0
10983,1967.0,41.03,-73.95,456500.0,5532.0
10984,944.0,41.21,-74.02,385600.0,2842.0
10985,19.0,41.57,-74.33,,58.0
10986,720.0,41.28,-74.01,502700.0,1974.0
10987,1542.0,41.21,-74.22,457900.0,3395.0
10988,343.0,41.3,-74.563,196900.0,896.0
10989,3611.0,41.13,-73.94,413800.0,9293.0
10990,7835.0,41.3,-74.4,340900.0,20631.0
10992,3467.0,41.42,-74.17,308200.0,9621.0
10993,1689.0,41.21,-73.98,265600.0,4769.0
10994,2375.0,41.1,-73.97,491300.0,7085.0
10996,841.0,41.4,-73.97,,6756.0
10998,1064.0,41.33,-74.55,334400.0,3122.0
11001,9598.0,40.72,-73.71,477300.0,26883.0
11003,12850.0,40.7,-73.71,380800.0,41356.0
11004,5152.0,40.75,-73.71,432500.0,14016.0
11005,1852.0,40.759,-73.714,403700.0,1806.0
11010,8402.0,40.7,-73.67,432800.0,23821.0
11020,1966.0,40.77,-73.71,855600.0,5914.0
11021,8392.0,40.79,-73.73,662800.0,17729.0
11023,3261.0,40.8,-73.73,800900.0,9027.0
11024,2389.0,40.82,-73.74,1000001.0,8002.0
11030,6488.0,40.79,-73.69,1000001.0,17962.0
11040,13900.0,40.74,-73.68,536900.0,40782.0
11042,1.0,40.76,-73.7,,520.0
11050,11863.0,40.84,-73.69,732500.0,30171.0
11096,2702.0,40.62,-73.75,384800.0,8344.0
11101,12317.0,40.74,-73.94,654900.0,25484.0
11102,15499.0,40.77,-73.93,597700.0,34133.0
11103,18518.0,40.76,-73.91,648900.0,38780.0
11104,12532.0,40.74,-73.92,421800.0,27232.0
11105,17416.0,40.78,-73.91,658700.0,36688.0
11106,18296.0,40.76,-73.94,433600.0,38875.0
11109,2127.0,40.744,-73.956,428600.0,3523.0
11201,26390.0,40.7,-73.99,669000.0,51128.0
11203,28087.0,40.65,-73.93,426100.0,76174.0
11204,28196.0,40.62,-73.99,657500.0,78134.0
11205,16409.0,40.7,-73.97,636900.0,40366.0
11206,29941.0,40.7,-73.94,533400.0,81677.0
11207,34202.0,40.67,-73.9,403800.0,93386.0
11208,32069.0,40.67,-73.87,441100.0,94469.0
11209,34679.0,40.62,-74.03,625600.0,68853.0
11210,22476.0,40.63,-73.95,485500.0,62008.0
11211,37180.0,40.71,-73.95,655500.0,90117.0
11212,31847.0,40.66,-73.92,391700.0,84500.0
11213,24974.0,40.67,-73.94,582300.0,63767.0
11214,35261.0,40.6,-74.01,598800.0,88630.0
11215,30073.0,40.67,-73.98,913200.0,63488.0
11216,25964.0,40.68,-73.95,623300.0,54316.0
11217,17581.0,40.68,-73.98,857000.0,35881.0
11218,26598.0,40.65,-73.98,546300.0,75220.0
11219,28693.0,40.63,-74.0,726700.0,92221.0
11220,31045.0,40.64,-74.02,615300.0,99598.0
11221,31784.0,40.69,-73.93,543800.0,78895.0
11222,18756.0,40.73,-73.95,726500.0,36934.0
11223,32407.0,40.6,-73.97,613000.0,78731.0
11224,20768.0,40.58,-73.99,317800.0,47621.0
11225,23588.0,40.66,-73.96,615700.0,56829.0
11226,37745.0,40.65,-73.96,480500.0,101572.0
11228,18234.0,40.62,-74.01,681700.0,41788.0
11229,34885.0,40.6,-73.94,524100.0,80018.0
11230,34028.0,40.62,-73.97,598000.0,86408.0
11231,16149.0,40.68,-74.0,912000.0,33336.0
11232,8980.0,40.64,-74.02,582900.0,28265.0
11233,29074.0,40.68,-73.92,551900.0,67053.0
11234,33714.0,40.61,-73.89,488200.0,87757.0
11235,37619.0,40.58,-73.95,531000.0,79132.0
11236,33313.0,40.64,-73.9,478700.0,93877.0
11237,16724.0,40.7,-73.92,464500.0,49896.0
11238,24525.0,40.68,-73.96,656800.0,49262.0
11239,6335.0,40.65,-73.87,354600.0,13393.0
11351,0.0,40.704,-73.832,,0.0
11354,22201.0,40.77,-73.82,380600.0,54878.0
11355,30681.0,40.75,-73.83,507500.0,85871.0
11356,8303.0,40.78,-73.85,562900.0,23438.0
11357,15924.0,40.79,-73.81,590800.0,39150.0
11358,14068.0,40.76,-73.8,625200.0,37546.0
11359,0.0,40.78,-73.77,,0.0
11360,9308.0,40.78,-73.78,524000.0,18884.0
11361,11195.0,40.76,-73.77,574200.0,28606.0
11362,7347.0,40.76,-73.74,538000.0,17823.0
11363,2797.0,40.77,-73.74,714200.0,6988.0
11364,13835.0,40.75,-73.76,510800.0,34555.0
11365,16098.0,40.74,-73.79,580300.0,42252.0
11366,4723.0,40.73,-73.79,610100.0,13532.0
11367,15588.0,40.73,-73.83,376400.0,41047.0
11368,30978.0,40.75,-73.85,480900.0,109931.0
11369,12184.0,40.76,-73.87,464500.0,38615.0
11370,10244.0,40.78,-73.89,517100.0,39688.0
11371,0.0,40.77,-73.87,,0.0
11372,25100.0,40.75,-73.88,265500.0,66636.0
11373,33227.0,40.74,-73.88,499600.0,100820.0
11374,20225.0,40.72,-73.86,297300.0,43600.0
11375,34631.0,40.72,-73.85,358300.0,68733.0
11377,33545.0,40.75,-73.91,395800.0,89830.0
11378,13668.0,40.73,-73.91,538600.0,34981.0
11379,14649.0,40.72,-73.88,543800.0,34821.0
11385,37251.0,40.7,-73.88,495800.0,98592.0
11411,6164.0,40.69,-73.74,387900.0,18556.0
11412,11526.0,40.7,-73.76,385700.0,34882.0
11413,12975.0,40.67,-73.75,406200.0,38912.0
11414,11330.0,40.66,-73.85,501700.0,26148.0
11415,9206.0,40.71,-73.83,289800.0,19341.0
11416,7806.0,40.69,-73.85,447200.0,24861.0
11417,9714.0,40.67,-73.84,442900.0,28967.0
11418,11854.0,40.7,-73.83,427000.0,36256.0
11419,13454.0,40.69,-73.82,442900.0,47211.0
11420,13743.0,40.68,-73.82,421200.0,44354.0
11421,12695.0,40.69,-73.86,414700.0,39127.0
11422,9900.0,40.65,-73.77,413800.0,30425.0
11423,10165.0,40.72,-73.77,422200.0,29987.0
11424,0.0,40.714,-73.828,,0.0
11425,0.0,40.704,-73.832,,0.0
11426,6389.0,40.74,-73.72,460500.0,17590.0
11427,7958.0,40.73,-73.75,458400.0,23593.0
11428,5780.0,40.72,-73.74,407700.0,19168.0
11429,7791.0,40.71,-73.74,384700.0,25105.0
11430,0.0,40.66,-73.82,,184.0
11432,19518.0,40.72,-73.79,519000.0,60809.0
11433,11483.0,40.7,-73.79,379700.0,32687.0
11434,21681.0,40.67,-73.77,371900.0,59129.0
11435,18963.0,40.7,-73.81,338100.0,53687.0
11436,5924.0,40.67,-73.8,365500.0,17949.0
11451,0.0,40.702,-73.795,,0.0
11501,7841.0,40.75,-73.64,440000.0,19148.0
11507,2540.0,40.77,-73.65,583000.0,7406.0
11509,1394.0,40.59,-73.73,715000.0,2653.0
11510,11104.0,40.65,-73.61,372900.0,33048.0
11514,1825.0,40.75,-73.61,469100.0,4673.0
11516,2655.0,40.63,-73.73,561700.0,7556.0
11518,4348.0,40.63,-73.67,440200.0,10549.0
11520,14000.0,40.64,-73.58,333900.0,43341.0
11530,9474.0,40.73,-73.64,704200.0,27273.0
11542,10610.0,40.87,-73.62,477600.0,27633.0
11545,4331.0,40.83,-73.59,909600.0,12065.0
11547,298.0,40.829,-73.645,494400.0,793.0
11548,446.0,40.82,-73.63,665800.0,2780.0
11549,0.0,40.714,-73.602,,2922.0
11550,16859.0,40.7,-73.62,333400.0,56435.0
11552,7529.0,40.69,-73.65,410900.0,23616.0
11553,6469.0,40.71,-73.59,324800.0,26034.0
11554,12863.0,40.72,-73.55,402000.0,38132.0
11556,0.0,40.718,-73.594,,17.0
11557,2961.0,40.64,-73.69,544500.0,7823.0
11558,3099.0,40.61,-73.65,442400.0,8370.0
11559,2821.0,40.61,-73.71,824600.0,8176.0
11560,2490.0,40.88,-73.59,683900.0,6464.0
11561,18418.0,40.6,-73.64,497700.0,37280.0
11563,9126.0,40.66,-73.67,415100.0,22666.0
11565,3213.0,40.67,-73.67,446300.0,8690.0
11566,12070.0,40.66,-73.55,480600.0,35321.0
11568,1124.0,40.79,-73.6,1000001.0,4555.0
11569,770.0,40.59,-73.58,720300.0,1398.0
11570,10453.0,40.67,-73.64,600400.0,26646.0
11572,11093.0,40.63,-73.64,440100.0,30574.0
11575,4369.0,40.68,-73.59,312200.0,16272.0
11576,4630.0,40.79,-73.65,893700.0,12366.0
11577,4441.0,40.78,-73.64,670300.0,12337.0
11579,2073.0,40.84,-73.64,640200.0,5055.0
11580,13506.0,40.68,-73.7,381800.0,40113.0
11581,7270.0,40.65,-73.72,419000.0,20844.0
11590,14450.0,40.76,-73.58,424600.0,45768.0
11596,3782.0,40.76,-73.64,533500.0,10480.0
11598,4322.0,40.63,-73.71,631900.0,13328.0
11691,21160.0,40.6,-73.76,448200.0,60035.0
11692,6881.0,40.59,-73.8,355800.0,18540.0
11693,5170.0,40.61,-73.82,323100.0,11916.0
11694,9341.0,40.58,-73.85,623200.0,20408.0
11697,2698.0,40.56,-73.91,525600.0,4079.0
11701,9831.0,40.69,-73.41,345400.0,27109.0
11702,5850.0,40.7,-73.3,443200.0,14498.0
11703,5964.0,40.73,-73.33,344500.0,16415.0
11704,14088.0,40.71,-73.36,343600.0,40222.0
11705,2944.0,40.75,-73.06,448100.0,8030.0
11706,21776.0,40.71,-73.24,329200.0,62543.0
11709,2651.0,40.9,-73.55,565900.0,6669.0
11710,12080.0,40.67,-73.52,443400.0,34496.0
11713,3940.0,40.78,-72.94,339100.0,10401.0
11714,8213.0,40.74,-73.48,416200.0,22658.0
11715,1752.0,40.75,-73.03,395000.0,4752.0
11716,3925.0,40.77,-73.12,407300.0,10700.0
11717,14217.0,40.78,-73.25,289600.0,60745.0
11718,1156.0,40.72,-73.26,520700.0,3103.0
11719,1304.0,40.78,-72.91,395200.0,3589.0
11720,9581.0,40.87,-73.08,345300.0,29189.0
11721,2421.0,40.89,-73.37,561300.0,6292.0
11722,10158.0,40.78,-73.19,278700.0,35177.0
11724,1059.0,40.86,-73.45,1000001.0,3220.0
11725,9883.0,40.84,-73.28,466000.0,29150.0
11726,6355.0,40.68,-73.39,315300.0,19857.0
11727,11652.0,40.88,-73.0,303600.0,29030.0
11729,9895.0,40.76,-73.32,358600.0,28032.0
11730,5035.0,40.72,-73.18,405400.0,14712.0
11731,10454.0,40.86,-73.32,464200.0,30184.0
11732,1417.0,40.84,-73.54,636100.0,3430.0
11733,6326.0,40.93,-73.11,518400.0,18949.0
11735,11438.0,40.73,-73.43,381100.0,32098.0
11738,5610.0,40.84,-73.04,345400.0,17638.0
11739,413.0,40.73,-73.15,653300.0,1223.0
11740,3517.0,40.87,-73.37,501300.0,9454.0
11741,9959.0,40.8,-73.07,366000.0,27655.0
11742,4798.0,40.81,-73.04,337400.0,13261.0
11743,15896.0,40.87,-73.41,584500.0,42230.0
11746,21578.0,40.82,-73.36,467700.0,67094.0
11747,7529.0,40.79,-73.4,619300.0,19803.0
11749,1092.0,40.81,-73.17,321300.0,3345.0
11751,5513.0,40.73,-73.21,375100.0,14961.0
11752,3173.0,40.76,-73.18,366600.0,9531.0
11753,4295.0,40.79,-73.54,701900.0,12014.0
11754,6975.0,40.89,-73.25,424300.0,18958.0
11755,4336.0,40.86,-73.12,385500.0,12387.0
11756,14183.0,40.72,-73.52,357900.0,42791.0
11757,16104.0,40.69,-73.38,352100.0,45700.0
11758,18795.0,40.68,-73.46,446600.0,53804.0
11762,7651.0,40.68,-73.45,443800.0,22360.0
11763,9629.0,40.83,-72.99,306400.0,28506.0
11764,4393.0,40.94,-72.98,450300.0,13200.0
11765,326.0,40.88,-73.56,1000001.0,737.0
11766,4444.0,40.93,-73.02,451800.0,12635.0
11767,4938.0,40.85,-73.15,444600.0,14530.0
11768,8325.0,40.91,-73.33,606300.0,21902.0
11769,4168.0,40.74,-73.13,440000.0,9506.0
11770,1196.0,40.7,-73.0,681000.0,137.0
11771,4078.0,40.87,-73.53,742900.0,10007.0
11772,17725.0,40.7,-73.0,317000.0,44837.0
11776,8606.0,40.91,-73.04,349900.0,24235.0
11777,3732.0,40.95,-73.06,517800.0,8968.0
11778,4971.0,40.95,-72.94,291800.0,12709.0
11779,13632.0,40.82,-73.12,345500.0,38421.0
11780,5586.0,40.89,-73.18,499300.0,15524.0
11782,7012.0,40.65,-73.15,432500.0,15814.0
11783,7400.0,40.68,-73.49,428900.0,21288.0
11784,8380.0,40.87,-73.04,313900.0,24655.0
11786,2015.0,40.94,-72.88,449500.0,6344.0
11787,12658.0,40.86,-73.21,469100.0,35772.0
11788,6009.0,40.82,-73.21,474100.0,16821.0
11789,3105.0,40.96,-72.97,293700.0,7895.0
11790,5034.0,40.91,-73.13,469800.0,18511.0
11791,8375.0,40.83,-73.5,644200.0,25076.0
11792,3240.0,40.94,-72.83,434800.0,8523.0
11793,11023.0,40.64,-73.51,438900.0,32298.0
11794,0.0,40.91,-73.12,,3165.0
11795,8526.0,40.71,-73.29,425600.0,26030.0
11796,1363.0,40.73,-73.1,404000.0,4056.0
11797,3217.0,40.82,-73.47,828700.0,9041.0
11798,4168.0,40.75,-73.37,314200.0,15347.0
11801,13127.0,40.77,-73.53,395800.0,39553.0
11803,9917.0,40.78,-73.47,496400.0,28127.0
11804,1773.0,40.76,-73.45,536000.0,5010.0
11901,11250.0,40.9,-72.6,322000.0,27172.0
11930,2452.0,40.99,-72.09,1000001.0,1343.0
11931,103.0,40.941,-72.638,,151.0
11932,1938.0,40.94,-72.31,1000001.0,1398.0
11933,3577.0,40.91,-72.75,343600.0,6844.0
11934,2599.0,40.8,-72.8,400500.0,7263.0
11935,2069.0,41.02,-72.48,531600.0,3304.0
11937,12428.0,41.0,-72.2,811800.0,15398.0
11939,953.0,41.13,-72.34,520700.0,926.0
11940,2179.0,40.81,-72.75,388200.0,5210.0
11941,928.0,40.83,-72.72,461200.0,1986.0
11942,2948.0,40.85,-72.59,467200.0,4603.0
11944,2812.0,41.1,-72.38,439200.0,4299.0
11946,8176.0,40.87,-72.53,448800.0,14068.0
11947,206.0,40.947,-72.587,363200.0,416.0
11948,718.0,40.97,-72.56,552900.0,1123.0
11949,5399.0,40.87,-72.8,420700.0,14573.0
11950,5098.0,40.81,-72.85,259200.0,16268.0
11951,5140.0,40.77,-72.84,211300.0,13680.0
11952,2685.0,40.99,-72.54,458200.0,4637.0
11953,5660.0,40.89,-72.94,275000.0,13553.0
11954,4722.0,41.04,-71.94,807400.0,3326.0
11955,1707.0,40.81,-72.82,370900.0,3285.0
11956,308.0,40.97,-72.46,661100.0,349.0
11957,772.0,41.2,-72.2,675200.0,743.0
11958,454.0,41.04,-72.46,685300.0,635.0
11959,1495.0,40.82,-72.55,924700.0,939.0
11960,963.0,40.81,-72.71,721200.0,1084.0
11961,6113.0,40.89,-72.88,253500.0,12834.0
11962,813.0,40.93,-72.27,1000001.0,494.0
11963,5628.0,40.99,-72.32,809800.0,6622.0
11964,1922.0,41.07,-72.34,695300.0,1858.0
11965,832.0,41.07,-72.33,778000.0,534.0
11967,8628.0,40.79,-72.88,263200.0,26583.0
11968,9398.0,40.91,-72.42,807700.0,11593.0
11970,513.0,40.938,-72.576,370900.0,522.0
11971,4051.0,41.06,-72.43,494000.0,5818.0
11972,571.0,40.816,-72.708,481300.0,1321.0
11973,145.0,40.868,-72.879,,9.0
11975,609.0,40.94,-72.25,1000001.0,408.0
11976,2201.0,40.93,-72.34,1000001.0,1565.0
11977,1610.0,40.83,-72.68,670100.0,2467.0
11978,3879.0,40.82,-72.68,618400.0,3255.0
11980,1646.0,40.83,-72.92,285800.0,4990.0
12007,28.0,42.46,-73.93,116000.0,60.0
12008,195.0,42.85,-73.91,228100.0,497.0
12009,3076.0,42.7,-74.0,253900.0,7164.0
