,housing_units,latt,long,median_house_value,population
86046,3854.0,35.7,-112.5,161400.0,6090.0
86047,5405.0,36.0,-110.0,86200.0,14970.0
86052,67.0,36.5,-112.2,,28.0
86053,712.0,36.326,-111.124,57600.0,2311.0
86054,720.0,36.4644,-110.6924,55100.0,1935.0
86301,10797.0,34.62,-112.41,195800.0,20626.0
86303,11632.0,34.5,-112.4,289400.0,17082.0
86305,9625.0,34.9,-112.9,318500.0,17356.0
86313,1.0,34.5,-112.5,,257.0
86314,14906.0,34.59,-112.33,151300.0,34401.0
86315,3062.0,34.8,-112.2,230400.0,7234.0
86320,1452.0,35.24,-112.53,78800.0,1885.0
86321,1117.0,34.567,-113.179,26300.0,2219.0
86322,5051.0,34.4,-111.8,125600.0,11480.0
86323,7263.0,34.9,-112.4,163800.0,15822.0
86324,2089.0,34.75,-112.05,186900.0,4168.0
86325,2813.0,34.7,-111.9,244900.0,5152.0
86326,11059.0,34.7,-112.0,146800.0,23344.0
86327,5138.0,34.6,-112.1,151900.0,8858.0
86329,569.0,34.503,-112.24,151000.0,1179.0
86331,314.0,34.749,-112.115,187200.0,477.0
86332,1049.0,34.3,-112.8,95200.0,1637.0
86333,3214.0,34.4,-112.3,82200.0,5734.0
86334,2153.0,35.1,-112.8,129300.0,4985.0
86335,2374.0,34.6,-111.7,139000.0,4806.0
86336,7607.0,34.9,-111.9,412300.0,11320.0
86337,1419.0,35.4,-113.0,158000.0,1267.0
86338,364.0,34.51,-112.688,194600.0,743.0
86343,308.0,34.2,-112.3,200000.0,177.0
86351,4192.0,34.8,-111.7,421000.0,6349.0
86401,11365.0,35.3,-113.7,120700.0,24289.0
86403,10794.0,34.48,-114.33,166200.0,15802.0
86404,10510.0,34.6,-114.2,182800.0,16243.0
86406,13499.0,34.6,-113.8,214500.0,23763.0
86409,12703.0,35.5,-114.2,88500.0,26471.0
86411,180.0,35.5,-113.8,163200.0,224.0
86413,5658.0,35.1,-114.3,86800.0,12103.0
86426,6880.0,35.0,-114.5,147900.0,13863.0
86429,4954.0,35.15,-114.52,188100.0,7162.0
86431,348.0,35.414,-114.2003,52100.0,403.0
86432,2175.0,36.4,-113.3,120300.0,3933.0
86433,93.0,34.9,-114.1,,111.0
86434,573.0,35.6,-113.5,111600.0,1490.0
86435,127.0,36.2,-112.6,9999.0,487.0
86436,1711.0,34.8,-114.4,110700.0,2104.0
86437,39.0,35.5,-113.6,100000.0,76.0
86438,828.0,34.8,-114.1,68600.0,913.0
86440,4622.0,34.9,-114.5,114000.0,6906.0
86441,1743.0,35.6,-114.3,54700.0,2224.0
86442,19108.0,35.1,-114.5,97400.0,33382.0
86443,172.0,35.9,-114.5,,76.0
86444,1445.0,36.0,-114.2,73500.0,1289.0
86445,275.0,35.7,-114.5,119000.0,311.0
86502,628.0,35.0,-109.4,84000.0,1464.0
86503,3998.0,36.1,-109.5,42400.0,10714.0
86504,2466.0,35.7,-109.5,56900.0,6589.0
86505,3112.0,35.7,-109.5,55400.0,7682.0
86506,545.0,35.7,-109.5,87900.0,1321.0
86507,1080.0,36.5,-109.3,57600.0,2340.0
86508,304.0,35.7,-109.5,59800.0,752.0
86510,2163.0,35.93,-109.98,54700.0,5358.0
86511,1534.0,35.7,-109.5,77300.0,3694.0
86512,953.0,34.9,-109.4,81700.0,2439.0
86514,1381.0,36.7,-109.5,66000.0,3317.0
86515,1538.0,35.64,-109.07,78300.0,4479.0
86520,783.0,36.1,-109.5,50700.0,1793.0
86535,455.0,36.8,-109.9,43500.0,1199.0
86538,932.0,36.5,-109.6,47700.0,2338.0
86540,460.0,36.1,-109.5,82900.0,1088.0
86544,612.0,36.6,-109.5,75800.0,1267.0
86545,582.0,36.6,-109.5,53100.0,1650.0
86547,385.0,36.5,-109.6,54800.0,1171.0
86556,902.0,36.4,-109.3,56900.0,2090.0
87001,893.0,35.4,-106.4,110100.0,3684.0
87002,9754.0,34.6,-106.7,126600.0,22517.0
87004,3944.0,35.3,-106.6,119300.0,10136.0
87005,349.0,35.1,-108.2,49300.0,799.0
87006,303.0,34.5,-106.8,222200.0,703.0
87007,358.0,35.1,-107.4,75900.0,1080.0
87008,1253.0,35.13,-106.38,229600.0,2552.0
87010,848.0,35.4,-106.1,237100.0,1139.0
87011,78.0,34.2595,-105.9947,,84.0
87012,174.0,36.16,-106.71,143800.0,261.0
87013,2334.0,35.7,-107.3,93700.0,5200.0
87014,341.0,34.9,-108.1,76900.0,654.0
87015,5741.0,35.1,-106.2,181400.0,13105.0
87016,1498.0,34.7,-106.1,99300.0,3730.0
87017,243.0,36.2,-106.6,95000.0,429.0
87018,220.0,36.214,-107.465,90000.0,522.0
87020,4683.0,35.2,-107.8,101800.0,11347.0
87021,915.0,35.171,-107.892,78400.0,3472.0
87022,444.0,34.9,-106.8,92600.0,907.0
87023,269.0,34.59,-106.76,112900.0,665.0
87024,748.0,35.8,-106.8,103600.0,2214.0
87025,1189.0,35.8,-106.6,250500.0,1237.0
87026,1416.0,34.9,-107.3,65600.0,4063.0
87027,208.0,36.1,-107.3,121300.0,309.0
87028,90.0,34.4,-106.9,78700.0,145.0
87029,200.0,36.4,-106.9,56000.0,237.0
87031,16238.0,34.8,-106.8,133100.0,44075.0
87032,145.0,34.866,-106.055,,291.0
87034,893.0,34.9,-107.9,69900.0,2207.0
87035,3316.0,34.9,-105.8,98300.0,7268.0
87036,1113.0,34.5,-106.2,113000.0,1868.0
87037,282.0,36.2,-107.9,28900.0,677.0
87038,205.0,35.0,-107.3,53800.0,616.0
87040,216.0,34.9,-107.9,73100.0,496.0
87041,334.0,35.7,-106.4,124300.0,881.0
87042,1478.0,34.83,-106.69,146600.0,3644.0
87043,2582.0,35.3,-106.4,356900.0,5052.0
87044,194.0,35.7,-106.6,167000.0,387.0
87045,739.0,35.3,-108.1,85700.0,1751.0
87046,185.0,36.185,-106.95,250000.0,186.0
87047,2396.0,35.2,-106.3,287400.0,4894.0
87048,3959.0,35.24,-106.62,414200.0,8682.0
87049,360.0,35.3,-107.8,34300.0,973.0
87051,463.0,35.113,-107.88,86100.0,969.0
87052,638.0,35.52,-106.36,92500.0,3182.0
87053,363.0,35.5,-106.8,119000.0,998.0
87056,513.0,35.2,-105.9,148000.0,954.0
87059,4513.0,35.0,-106.4,250300.0,9604.0
87061,243.0,34.7,-106.1,161800.0,371.0
87062,757.0,34.5,-106.7,94200.0,1869.0
87063,174.0,34.6,-106.0,74300.0,323.0
87064,130.0,36.17,-106.55,62500.0,161.0
87068,1928.0,34.87,-106.66,180800.0,4755.0
87070,40.0,35.01,-105.667,,42.0
87072,218.0,35.609,-106.351,106000.0,660.0
87083,318.0,35.7,-106.5,166200.0,569.0
87102,10253.0,35.07,-106.64,133400.0,21204.0
87104,5849.0,35.1,-106.67,219100.0,12123.0
87105,20949.0,35.0,-106.7,131400.0,57680.0
87106,13078.0,35.06,-106.6,232000.0,27013.0
87107,14074.0,35.14,-106.65,196300.0,31183.0
87108,18935.0,35.07,-106.58,159100.0,38647.0
87109,19546.0,35.15,-106.57,206100.0,40432.0
87110,18862.0,35.11,-106.58,182300.0,38587.0
87111,27552.0,35.14,-106.52,245800.0,56490.0
87112,20177.0,35.09,-106.51,178700.0,43584.0
87113,6129.0,35.18,-106.59,244900.0,14477.0
87114,24618.0,35.19,-106.68,209300.0,61623.0
87116,1298.0,35.06,-106.55,,4117.0
87117,1.0,35.055,-106.553,,310.0
87120,23716.0,35.1,-106.8,189900.0,58023.0
87121,23826.0,35.0,-106.9,129800.0,76721.0
87122,7210.0,35.2,-106.5,460800.0,17977.0
87123,18503.0,35.05,-106.48,170100.0,41468.0
87124,20610.0,35.3,-106.7,168300.0,51404.0
87144,13917.0,35.4,-106.8,185100.0,37719.0
87301,8844.0,35.4,-108.6,123500.0,23674.0
87305,1268.0,35.4,-108.6,59500.0,3350.0
87310,384.0,35.81,-108.58,59400.0,938.0
87311,1364.0,35.536,-108.602,46800.0,4208.0
87312,230.0,35.47,-108.42,86700.0,579.0
87313,2272.0,35.7,-107.9,64400.0,5662.0
87315,134.0,34.8,-108.8,,149.0
87316,458.0,35.4,-108.6,36300.0,1304.0
87317,634.0,35.4,-108.6,63300.0,1956.0
87319,722.0,35.4,-108.6,57500.0,1832.0
87320,239.0,35.793,-108.826,63300.0,765.0
87321,1207.0,35.2,-108.5,93800.0,2226.0
87322,69.0,35.53,-108.64,70900.0,247.0
87323,1979.0,35.6,-107.7,66100.0,4558.0
87325,1265.0,36.0,-108.6,69700.0,3034.0
87326,680.0,35.4,-108.6,87000.0,1688.0
87327,2184.0,35.1,-108.8,64800.0,7883.0
87328,995.0,35.9,-108.9,71000.0,2668.0
87347,132.0,35.47,-108.45,141100.0,309.0
87357,283.0,35.1,-108.2,73000.0,604.0
87364,488.0,36.2,-108.7,76300.0,1111.0
87375,1017.0,35.4,-108.6,47700.0,3193.0
87401,17411.0,36.5,-108.3,158100.0,46293.0
87402,4239.0,36.78,-108.13,232000.0,11034.0
87410,7247.0,36.9,-108.0,158500.0,17603.0
87412,480.0,36.7,-107.7,133800.0,966.0
87413,6348.0,36.6,-107.9,134500.0,16792.0
87415,773.0,36.84,-108.11,200500.0,1791.0
87416,1665.0,36.77,-108.42,81900.0,5454.0
87417,2300.0,36.79,-108.34,96900.0,6910.0
87418,419.0,36.9,-108.2,213200.0,1059.0
87419,409.0,36.9,-107.6,104100.0,464.0
87420,4050.0,36.8,-108.7,88700.0,11967.0
87421,609.0,36.81,-108.46,112500.0,1871.0
87455,709.0,36.4,-108.8,81800.0,1750.0
87461,657.0,36.5,-108.8,86600.0,1315.0
87499,191.0,36.5,-108.1,67500.0,453.0
87501,10726.0,35.7,-105.9,411600.0,15147.0
87505,17194.0,35.6,-105.9,312000.0,31013.0
87506,6759.0,35.8,-106.0,366800.0,12580.0
87507,18512.0,35.6,-106.1,211500.0,45890.0
87508,8020.0,35.5,-105.9,375400.0,18183.0
87510,627.0,36.1,-106.2,219000.0,1096.0
87511,1116.0,36.089,-106.055,134600.0,2747.0
87512,176.0,36.95,-105.45,107900.0,199.0
87513,550.0,36.55,-105.67,357900.0,1007.0
87514,856.0,36.52,-105.552,364600.0,1345.0
87515,191.0,36.481,-106.439,120800.0,311.0
87516,74.0,36.186,-106.442,160000.0,130.0
87517,405.0,36.4,-105.81,75000.0,356.0
87518,62.0,36.5363,-106.4858,,91.0
87519,253.0,36.71,-105.65,212300.0,460.0
87520,1168.0,36.91,-106.56,115000.0,1419.0
87521,529.0,36.169,-105.735,120000.0,1003.0
87522,1669.0,36.0,-105.8,93500.0,3384.0
87523,199.0,36.0,-105.8,76200.0,405.0
87524,169.0,36.9,-105.5,132800.0,260.0
87525,290.0,36.59,-105.45,,72.0
87527,492.0,36.2,-105.9,145400.0,880.0
87528,1257.0,36.6,-107.1,70100.0,3417.0
87529,2198.0,36.5,-105.6,234700.0,3600.0
87530,507.0,36.4,-106.3,160500.0,974.0
87531,264.0,36.12,-106.01,238000.0,368.0
87532,7929.0,36.0,-106.1,161800.0,18223.0
87533,69.0,36.0,-106.1,13100.0,185.0
87535,709.0,35.6,-105.7,237300.0,1270.0
87537,1247.0,36.06,-106.19,114300.0,2957.0
87538,312.0,35.45,-105.58,110500.0,493.0
87539,163.0,36.3,-106.1,183800.0,269.0
87540,536.0,35.4,-105.9,401400.0,923.0
87543,147.0,36.1,-105.6,171100.0,247.0
87544,8354.0,35.9,-106.3,284500.0,17950.0
87548,402.0,36.1,-106.2,158500.0,928.0
87549,525.0,36.6,-105.8,156400.0,1118.0
87551,427.0,36.6,-106.6,134200.0,305.0
87552,1823.0,35.6,-105.6,110300.0,3325.0
87553,626.0,36.1,-105.6,105500.0,1209.0
87554,44.0,36.509,-106.013,,61.0
87556,1471.0,36.8,-105.5,137500.0,2417.0
87557,3127.0,36.3,-105.6,198700.0,6359.0
87558,1254.0,36.69,-105.36,291100.0,606.0
87560,791.0,35.3,-105.5,89300.0,1445.0
87562,264.0,35.58,-105.2,150400.0,576.0
87564,191.0,36.65,-105.65,190800.0,332.0
87565,254.0,35.5,-105.4,67900.0,478.0
87566,1223.0,36.1,-106.0,95600.0,3000.0
87567,731.0,35.99,-106.01,110900.0,1634.0
87569,215.0,35.3,-105.5,204800.0,442.0
87571,6656.0,36.5,-105.5,222100.0,11706.0
87573,296.0,35.7,-105.6,,36.0
87574,71.0,35.8,-106.0,155500.0,187.0
87575,611.0,36.7,-106.6,229500.0,789.0
87577,465.0,36.6,-105.9,,454.0
87578,376.0,36.0,-105.8,244100.0,611.0
87579,637.0,36.17,-105.68,105200.0,890.0
87580,298.0,36.534,-105.587,173100.0,449.0
87581,144.0,36.7,-106.3,31700.0,141.0
87582,671.0,36.1,-106.0,155100.0,1350.0
87583,138.0,35.265,-105.359,65200.0,234.0
87701,9469.0,35.5,-105.1,118100.0,20081.0
87710,3063.0,36.38,-105.27,335100.0,1768.0
87711,402.0,35.1,-105.1,102400.0,753.0
87712,160.0,36.1,-105.4,,283.0
87713,230.0,36.2,-105.39,117200.0,283.0
87714,604.0,36.6,-105.0,85000.0,1151.0
87715,318.0,36.03,-105.48,79100.0,532.0
87718,809.0,36.6,-105.3,150000.0,467.0
87722,407.0,36.11,-105.12,258000.0,376.0
87723,214.0,36.04,-105.392,54000.0,408.0
87724,38.0,35.2,-105.0,,88.0
87728,237.0,36.6,-104.6,62300.0,417.0
87729,77.0,36.3,-104.8,415000.0,126.0
87730,18.0,36.1,-104.2,,27.0
87731,200.0,35.73,-105.47,72800.0,223.0
87732,1033.0,36.1,-105.4,33400.0,1672.0
87733,132.0,35.7,-103.7,49400.0,158.0
87734,178.0,36.0,-105.0,83800.0,181.0
87735,58.0,36.0,-105.1,,90.0
87736,135.0,36.1,-105.4,94700.0,233.0
87740,4155.0,36.7,-104.5,96300.0,8068.0
87742,477.0,35.82,-105.34,241900.0,609.0
87743,276.0,35.9,-104.1,64000.0,361.0
87745,375.0,35.8,-105.2,185200.0,654.0
87746,126.0,35.9,-104.1,48300.0,120.0
87747,811.0,36.4,-104.4,83900.0,1624.0
87749,204.0,36.6,-105.0,162200.0,75.0
87750,10.0,35.82,-104.93,,11.0
87752,301.0,36.0,-104.6,51900.0,431.0
87753,126.0,35.79,-104.92,,254.0
87801,4615.0,34.0,-106.5,122400.0,10221.0
87820,157.0,34.0,-108.6,86300.0,161.0
87821,657.0,33.9,-108.2,117600.0,672.0
87823,436.0,34.16,-106.93,160700.0,884.0
87824,185.0,33.8184,-108.9556,285200.0,194.0
87825,1305.0,34.0,-107.3,99800.0,2999.0
87827,259.0,34.3,-108.3,139600.0,276.0
87828,187.0,34.2,-106.92,109900.0,429.0
87829,902.0,34.3,-108.7,194400.0,922.0
87830,667.0,33.7,-108.7,124900.0,999.0
87831,95.0,34.206,-106.923,55800.0,195.0
87832,331.0,33.94,-106.84,135200.0,600.0
87901,4680.0,33.1,-106.8,85800.0,7139.0
87930,370.0,32.9,-107.2,114500.0,829.0
87931,441.0,33.0,-107.4,159800.0,634.0
87933,33.0,32.8,-107.14,,106.0
87935,1758.0,33.19,-107.23,146100.0,1770.0
87936,202.0,32.7,-107.2,163300.0,515.0
87937,1126.0,32.67,-107.15,56500.0,3303.0
87939,80.0,33.3,-107.5,,125.0
87940,254.0,32.67,-107.11,193300.0,669.0
87941,368.0,32.68,-107.17,36600.0,1216.0
87942,537.0,33.1,-107.4,92700.0,898.0
87943,233.0,33.2,-107.8,14300.0,228.0
88001,16135.0,32.29,-106.75,108800.0,37484.0
88002,565.0,32.385,-106.488,,1656.0
88003,4.0,32.28,-106.75,,894.0
88004,0.0,32.307,-106.778,,699.0
88005,11467.0,32.3,-106.8,157000.0,27116.0
88007,9538.0,32.4,-107.0,169800.0,24048.0
88008,2097.0,32.0,-106.9,163400.0,5747.0
88009,35.0,31.7,-108.6,,88.0
88011,13263.0,32.3,-106.7,231200.0,27698.0
88012,9533.0,32.7,-106.7,139700.0,25961.0
88020,490.0,31.8,-108.6,79400.0,882.0
88021,5896.0,32.0,-106.9,84900.0,18421.0
88022,588.0,32.8,-108.18,105400.0,1343.0
88023,1119.0,32.7,-107.9,83600.0,2406.0
88024,69.0,32.068,-106.621,45800.0,236.0
88025,148.0,32.9,-108.7,118300.0,256.0
88026,769.0,32.8,-108.15,88100.0,1658.0
88027,179.0,32.0342,-106.6866,93900.0,493.0
88028,265.0,32.9635,-108.6132,88900.0,492.0
88029,865.0,31.828,-107.64,45400.0,1873.0
88030,10134.0,32.2,-107.8,94200.0,23222.0
88032,67.0,32.39,-106.815,,195.0
88033,9.0,32.306,-106.842,,11.0
88034,53.0,32.67,-107.86,80700.0,96.0
88038,257.0,32.95,-108.59,150300.0,431.0
88039,411.0,33.3,-108.7,215900.0,465.0
88040,110.0,31.918,-108.323,32500.0,116.0
88041,809.0,32.86,-108.06,145400.0,1243.0
88042,240.0,32.9,-107.6,161200.0,250.0
88043,809.0,32.3,-108.2,76100.0,1621.0
88044,1507.0,32.1,-106.8,120000.0,3896.0
88045,1695.0,32.4,-108.8,75800.0,3662.0
88046,371.0,32.273,-106.792,160800.0,697.0
88047,764.0,32.21,-106.71,153700.0,1967.0
88048,1206.0,32.14,-106.66,69200.0,3862.0
88049,256.0,32.9,-107.9,220700.0,408.0
88051,77.0,32.9,-108.7,,94.0
88052,169.0,32.426,-106.602,18600.0,270.0
88053,95.0,32.9,-108.3,26300.0,133.0
88055,41.0,32.9,-108.7,,37.0
88056,158.0,31.83,-109.04,213900.0,233.0
88061,9006.0,32.9,-108.4,147400.0,18585.0
88063,3567.0,31.82,-106.58,84700.0,12799.0
88065,306.0,32.711,-108.303,135800.0,624.0
88072,735.0,32.1,-106.63,51700.0,2501.0
88081,4654.0,32.1,-106.4,56400.0,15708.0
88101,18662.0,34.5,-103.3,123800.0,45006.0
88103,0.0,34.38,-103.32,,278.0
88112,80.0,34.9,-103.2,88300.0,123.0
88113,56.0,33.8,-103.1,85000.0,103.0
88114,27.0,33.5,-103.3,,35.0
88115,25.0,33.93,-103.32,78800.0,44.0
88116,253.0,33.8,-103.7,85000.0,455.0
88118,96.0,34.3,-103.7,118800.0,180.0
88119,1284.0,34.4,-104.3,76400.0,1932.0
88120,129.0,34.8,-103.4,58300.0,239.0
88121,98.0,34.8,-103.9,67500.0,152.0
88124,637.0,34.5,-103.6,76700.0,1165.0
88125,46.0,33.7,-103.2,24400.0,90.0
88126,16.0,33.7,-103.3,53300.0,30.0
88130,7543.0,34.2,-103.3,112000.0,18651.0
88132,105.0,33.9,-103.2,157500.0,199.0
88134,25.0,34.3,-104.1,117200.0,46.0
88135,676.0,34.5,-103.1,90600.0,1804.0
88136,35.0,34.3,-104.6,110900.0,44.0
88201,11195.0,33.6,-104.3,139300.0,25490.0
88203,12305.0,33.2,-104.7,78000.0,31561.0
88210,6934.0,32.7,-104.3,123900.0,17217.0
88220,14464.0,32.4,-104.3,107800.0,33725.0
88230,1934.0,33.2,-104.4,91700.0,5179.0
88231,1412.0,32.4,-103.2,92400.0,3238.0
88232,847.0,33.1,-104.2,73300.0,2525.0
88240,14041.0,32.6,-103.4,96100.0,37149.0
88242,2335.0,32.8,-103.2,174600.0,6141.0
88250,161.0,32.9,-105.0,159400.0,270.0
88252,1082.0,32.2,-103.4,63500.0,2160.0
88253,389.0,32.9,-104.6,79400.0,935.0
88254,98.0,32.65,-104.39,,191.0
88255,57.0,32.85,-103.98,,128.0
88256,740.0,32.2,-104.0,79600.0,1925.0
88260,5244.0,32.9,-103.4,91200.0,14343.0
88262,23.0,33.15,-103.3,,30.0
88263,72.0,32.2,-104.0,44800.0,175.0
88264,28.0,32.86,-103.77,,39.0
88265,115.0,32.62,-103.27,74100.0,243.0
88267,612.0,33.3,-103.4,69000.0,1349.0
88268,7.0,32.175,-104.377,,7.0
88301,859.0,33.7,-105.9,84000.0,1386.0
88310,16669.0,32.8,-106.1,110300.0,35776.0
88311,482.0,32.8,-106.1,102500.0,854.0
88312,2834.0,33.5,-105.7,298000.0,2586.0
88314,131.0,33.2,-105.9,100900.0,210.0
88316,1358.0,33.8,-105.3,121200.0,2351.0
88317,3217.0,32.5,-105.6,180200.0,1751.0
88318,274.0,34.2,-105.4,124500.0,381.0
88321,140.0,34.7,-105.6,60400.0,187.0
88323,10.0,33.51,-105.51,,14.0
88324,126.0,33.4,-105.49,78200.0,210.0
88325,649.0,32.95,-105.835,261000.0,899.0
88330,1006.0,32.84,-106.08,,3054.0
88336,169.0,33.41,-105.26,107500.0,267.0
88337,1131.0,33.0,-105.9,115400.0,2295.0
88338,118.0,33.5,-105.4,161200.0,189.0
88339,635.0,32.9,-105.5,194100.0,618.0
88340,1114.0,33.2,-105.6,84000.0,3616.0
88341,360.0,33.5,-105.7,240000.0,538.0
88342,43.0,32.5,-105.6,,52.0
88343,33.0,33.3,-105.1,129200.0,48.0
88344,92.0,32.7,-105.2,71800.0,159.0
88345,9457.0,33.4,-105.6,160500.0,8845.0
88346,1600.0,33.3,-105.5,105200.0,3132.0
88347,187.0,32.8,-105.6,88700.0,100.0
88348,170.0,33.41,-105.36,167500.0,314.0
88349,41.0,32.791,-105.818,,70.0
88350,708.0,32.63,-105.66,79400.0,368.0
88351,180.0,33.4,-105.2,137500.0,256.0
88352,2560.0,33.2,-106.1,101100.0,5188.0
88353,344.0,34.7,-105.1,45000.0,473.0
88354,109.0,32.7,-105.5,,108.0
88355,28.0,33.4,-105.6,,29.0
88401,3864.0,35.0,-103.8,65800.0,6944.0
88410,83.0,35.9,-103.2,1000001.0,129.0
88411,61.0,35.08,-103.17,93600.0,82.0
88414,26.0,36.75,-103.97,29200.0,39.0
88415,1666.0,36.3,-103.4,83600.0,3569.0
88416,618.0,35.37,-104.16,,189.0
88417,21.0,35.0,-104.4,,25.0
88418,199.0,36.7,-103.9,73000.0,294.0
88419,170.0,36.9,-103.7,113400.0,229.0
88421,42.0,35.5,-104.4,,19.0
88422,58.0,36.3,-103.8,206700.0,68.0
88424,94.0,36.7,-103.4,62500.0,128.0
88426,1153.0,35.4,-103.3,95000.0,1212.0
88427,72.0,34.8,-103.7,87000.0,119.0
88430,113.0,35.6,-103.2,62300.0,162.0
88431,45.0,35.4,-104.0,,49.0
88434,199.0,35.1,-103.3,63200.0,369.0
88435,1633.0,34.9,-104.8,88900.0,3559.0
88436,94.0,36.3,-103.1,170800.0,185.0
89001,559.0,37.4,-115.4,161900.0,1224.0
89002,11705.0,35.99,-114.95,183500.0,31880.0
89003,714.0,37.0,-116.7,51400.0,1032.0
89004,165.0,36.048,-115.402,296000.0,313.0
89005,7592.0,35.7,-114.8,213300.0,15065.0
89007,404.0,36.771,-114.125,162800.0,1351.0
89008,720.0,37.5,-114.5,146100.0,1508.0
89010,279.0,37.8,-118.0,130100.0,415.0
89011,9592.0,36.08,-114.97,167200.0,19550.0
89012,13511.0,36.01,-115.04,224900.0,29085.0
89013,390.0,37.7,-117.7,80500.0,285.0
89014,16432.0,36.06,-115.09,166100.0,36922.0
89015,15554.0,36.05,-114.96,146800.0,38993.0
89017,80.0,37.8,-115.1,,176.0
89018,563.0,36.578,-115.669,76200.0,1007.0
89019,1623.0,35.7,-115.4,106600.0,2673.0
89020,711.0,37.0,-116.0,80000.0,1456.0
89021,1214.0,36.61,-114.49,230700.0,3605.0
89022,138.0,38.538,-117.072,92500.0,69.0
89025,510.0,36.7,-114.5,151700.0,1400.0
89026,8.0,35.8,-115.5,,150.0
89027,8910.0,36.4,-114.3,195900.0,15275.0
89029,5170.0,35.2,-114.8,153000.0,7546.0
89030,15908.0,36.22,-115.13,74600.0,53928.0
89031,21485.0,36.26,-115.17,139500.0,60589.0
89032,14414.0,36.22,-115.17,124600.0,40297.0
89039,215.0,35.306,-114.881,72700.0,316.0
89040,1964.0,36.544,-114.448,155000.0,3721.0
89042,448.0,37.7,-114.3,107900.0,1010.0
89043,926.0,38.2,-114.5,163300.0,1429.0
89044,7556.0,35.7,-115.1,257700.0,14260.0
89045,776.0,38.8,-117.1,75300.0,1505.0
89046,573.0,35.464,-114.917,131800.0,660.0
89047,133.0,37.756,-117.634,51000.0,107.0
89048,10388.0,36.2,-116.0,124500.0,21169.0
89049,1769.0,38.0,-116.0,79700.0,2727.0
89052,21996.0,35.98,-115.1,303900.0,47214.0
89054,59.0,35.937,-115.201,250700.0,105.0
89060,4988.0,36.3,-116.1,107400.0,10227.0
89061,2567.0,36.1,-115.9,151700.0,5252.0
89074,20274.0,36.03,-115.07,200100.0,47095.0
89081,10880.0,36.27,-115.11,162000.0,29774.0
89084,9359.0,36.3,-115.1,185400.0,21837.0
89085,1222.0,36.31,-115.198,236900.0,3367.0
89086,1798.0,36.28,-115.12,182400.0,4726.0
89101,18340.0,36.17,-115.13,72100.0,46055.0
89102,16357.0,36.14,-115.18,149600.0,35759.0
89103,27455.0,36.11,-115.21,103600.0,50519.0
89104,16431.0,36.15,-115.11,90300.0,39909.0
89106,10222.0,36.18,-115.17,89500.0,25759.0
89107,13646.0,36.17,-115.21,103600.0,36282.0
89108,28171.0,36.21,-115.21,110700.0,70123.0
89109,14574.0,36.12,-115.16,142400.0,7770.0
89110,22502.0,36.17,-115.04,108200.0,70994.0
89113,11593.0,36.06,-115.26,213100.0,23800.0
89115,21384.0,36.24,-115.05,80100.0,58794.0
89117,26704.0,36.14,-115.28,225400.0,55416.0
89118,10020.0,36.08,-115.22,153400.0,19318.0
89119,26082.0,36.09,-115.15,123800.0,49445.0
89120,10062.0,36.08,-115.09,157700.0,23311.0
89121,28968.0,36.12,-115.09,110200.0,64096.0
89122,20088.0,36.11,-115.04,105700.0,45720.0
89123,27243.0,36.04,-115.15,177400.0,56300.0
89124,958.0,36.26,-115.63,314800.0,941.0
89128,16357.0,36.2,-115.27,170800.0,35669.0
89129,21020.0,36.23,-115.3,189900.0,51252.0
89130,13186.0,36.25,-115.24,172600.0,33015.0
89131,16101.0,36.33,-115.29,218100.0,43072.0
89134,12884.0,36.2,-115.31,223900.0,24040.0
89135,11577.0,36.11,-115.38,341200.0,24144.0
89138,4923.0,36.19,-115.37,290000.0,12118.0
89139,12124.0,36.03,-115.22,174100.0,30477.0
89141,9955.0,35.98,-115.21,218600.0,25150.0
89142,11410.0,36.14,-114.98,109800.0,33731.0
89143,4463.0,36.32,-115.29,199300.0,12786.0
89144,8205.0,36.18,-115.31,233800.0,18714.0
89145,10495.0,36.17,-115.28,145500.0,23186.0
89146,8105.0,36.14,-115.23,220200.0,19071.0
89147,21829.0,36.11,-115.28,165500.0,49778.0
89148,16862.0,36.06,-115.3,198400.0,39712.0
89149,13917.0,36.28,-115.29,197200.0,31143.0
89156,10565.0,36.3,-114.7,105800.0,27794.0
89161,89.0,36.05,-115.36,,184.0
89166,4091.0,36.4,-115.2,193100.0,13209.0
89169,13158.0,36.12,-115.14,125100.0,23304.0
89178,11678.0,35.9,-115.5,208700.0,27588.0
89179,881.0,35.991,-115.253,177900.0,2340.0
89183,15062.0,35.99,-115.15,160400.0,36005.0
89191,1.0,36.24,-115.02,,857.0
89301,3230.0,39.4,-115.0,143500.0,7606.0
89310,426.0,39.7,-117.2,95400.0,550.0
89311,154.0,39.1,-114.3,142700.0,235.0
89314,78.0,38.93,-115.71,50000.0,158.0
89316,750.0,39.7,-116.2,161600.0,1408.0
89317,237.0,38.9,-115.2,113700.0,477.0
89318,616.0,39.4,-114.77,81700.0,1219.0
89319,251.0,39.278,-114.991,71200.0,450.0
89402,59.0,39.23,-120.0,,71.0
89403,5947.0,39.3,-119.4,148600.0,14158.0
89404,51.0,41.5,-118.7,,52.0
89405,162.0,40.4,-119.7,,239.0
89406,10790.0,39.5,-118.3,153300.0,24772.0
89408,8074.0,39.6,-119.0,132600.0,19626.0
89409,201.0,38.8,-117.6,26500.0,283.0
